TYPEID,GROUPID,TYPENAME,VOLUME,MARKETGROUPID,ICONID
31084,787,Small Salvage Tackle I Blueprint,0.01,1800,76
31085,1232,Medium Salvage Tackle I,10,1783,3194
31086,787,Medium Salvage Tackle I Blueprint,0.01,1799,76
31087,1232,Capital Salvage Tackle I,40,1785,3194
31088,787,Capital Salvage Tackle I Blueprint,0.01,1797,76
31089,1232,Small Salvage Tackle II,5,1782,3194
31091,1232,Medium Salvage Tackle II,10,1783,3194
31093,1232,Capital Salvage Tackle II,40,1785,3194
31105,782,Small Auxiliary Thrusters I,5,1210,3196
31106,787,Small Auxiliary Thrusters I Blueprint,0.01,1240,76
31107,782,Medium Auxiliary Thrusters I,10,1211,3196
31108,787,Medium Auxiliary Thrusters I Blueprint,0.01,1241,76
31109,782,Capital Auxiliary Thrusters I,40,1740,3196
31110,787,Capital Auxiliary Thrusters I Blueprint,0.01,1720,76
31111,782,Small Auxiliary Thrusters II,5,1210,3196
31113,782,Medium Auxiliary Thrusters II,10,1211,3196
31115,782,Capital Auxiliary Thrusters II,40,1740,3196
31117,782,Small Cargohold Optimization I,5,1210,3196
31118,787,Small Cargohold Optimization I Blueprint,0.01,1240,76
31119,782,Medium Cargohold Optimization I,10,1211,3196
31120,787,Medium Cargohold Optimization I Blueprint,0.01,1241,76
31121,782,Capital Cargohold Optimization I,40,1740,3196
31122,787,Capital Cargohold Optimization I Blueprint,0.01,1720,76
31123,782,Small Cargohold Optimization II,5,1210,3196
31125,782,Medium Cargohold Optimization II,10,1211,3196
31127,782,Capital Cargohold Optimization II,40,1740,3196
31129,782,Small Dynamic Fuel Valve I,5,1210,3196
31130,787,Small Dynamic Fuel Valve I Blueprint,0.01,1240,76
31131,782,Medium Dynamic Fuel Valve I,10,1211,3196
31132,787,Medium Dynamic Fuel Valve I Blueprint,0.01,1241,76
31133,782,Capital Dynamic Fuel Valve I,40,1740,3196
31134,787,Capital Dynamic Fuel Valve I Blueprint,0.01,1720,76
31135,782,Small Dynamic Fuel Valve II,5,1210,3196
31137,782,Medium Dynamic Fuel Valve II,10,1211,3196
31139,782,Capital Dynamic Fuel Valve II,40,1740,3196
31141,782,Small Engine Thermal Shielding I,5,1210,3196
31142,787,Small Engine Thermal Shielding I Blueprint,0.01,1240,76
31143,782,Medium Engine Thermal Shielding I,10,1211,3196
31144,787,Medium Engine Thermal Shielding I Blueprint,0.01,1241,76
31145,782,Capital Engine Thermal Shielding I,40,1740,3196
31146,787,Capital Engine Thermal Shielding I Blueprint,0.01,1720,76
31147,782,Small Engine Thermal Shielding II,5,1210,3196
31149,782,Medium Engine Thermal Shielding II,10,1211,3196
31151,782,Capital Engine Thermal Shielding II,40,1740,3196
31153,782,Small Low Friction Nozzle Joints I,5,1210,3196
31154,787,Small Low Friction Nozzle Joints I Blueprint,0.01,1240,76
31155,782,Medium Low Friction Nozzle Joints I,10,1211,3196
31156,787,Medium Low Friction Nozzle Joints I Blueprint,0.01,1241,76
31157,782,Capital Low Friction Nozzle Joints I,40,1740,3196
31158,787,Capital Low Friction Nozzle Joints I Blueprint,0.01,1720,76
31159,782,Small Hyperspatial Velocity Optimizer I,5,1210,3196
31160,787,Small Hyperspatial Velocity Optimizer I Blueprint,0.01,1240,76
31161,782,Medium Hyperspatial Velocity Optimizer I,10,1211,3196
31162,787,Medium Hyperspatial Velocity Optimizer I Blueprint,0.01,1241,76
31163,782,Capital Hyperspatial Velocity Optimizer I,40,1740,3196
31164,787,Capital Hyperspatial Velocity Optimizer I Blueprint,0.01,1720,76
31165,782,Small Hyperspatial Velocity Optimizer II,5,1210,3196
31167,782,Medium Hyperspatial Velocity Optimizer II,10,1211,3196
31169,782,Capital Hyperspatial Velocity Optimizer II,40,1740,3196
31171,782,Small Low Friction Nozzle Joints II,5,1210,3196
31173,782,Medium Low Friction Nozzle Joints II,10,1211,3196
31175,782,Capital Low Friction Nozzle Joints II,40,1740,3196
31177,782,Small Polycarbon Engine Housing I,5,1210,3196
31178,787,Small Polycarbon Engine Housing I Blueprint,0.01,1240,76
31179,782,Medium Polycarbon Engine Housing I,10,1211,3196
31180,787,Medium Polycarbon Engine Housing I Blueprint,0.01,1241,76
31181,782,Capital Polycarbon Engine Housing I,40,1740,3196
31182,787,Capital Polycarbon Engine Housing I Blueprint,0.01,1720,76
31183,782,Small Polycarbon Engine Housing II,5,1210,3196
31185,782,Medium Polycarbon Engine Housing II,10,1211,3196
31187,782,Capital Polycarbon Engine Housing II,40,1740,3196
31189,782,Small Warp Core Optimizer I,5,1210,3196
31190,787,Small Warp Core Optimizer I Blueprint,0.01,1240,76
31191,782,Medium Warp Core Optimizer I,10,1211,3196
31192,787,Medium Warp Core Optimizer I Blueprint,0.01,1241,76
31193,782,Capital Warp Core Optimizer I,40,1740,3196
31194,787,Capital Warp Core Optimizer I Blueprint,0.01,1720,76
31195,782,Small Warp Core Optimizer II,5,1210,3196
31197,782,Medium Warp Core Optimizer II,10,1211,3196
31199,782,Capital Warp Core Optimizer II,40,1740,3196
31201,1233,Small Emission Scope Sharpener I,5,1786,3199
31202,787,Small Emission Scope Sharpener I Blueprint,0.01,1801,76
31203,1233,Medium Emission Scope Sharpener I,10,1787,3199
31204,787,Medium Emission Scope Sharpener I Blueprint,0.01,1802,76
31205,1233,Capital Emission Scope Sharpener I,40,1789,3199
31206,787,Capital Emission Scope Sharpener I Blueprint,0.01,1804,76
31207,1233,Small Emission Scope Sharpener II,5,1786,3199
31209,1233,Medium Emission Scope Sharpener II,10,1787,3199
31211,1233,Capital Emission Scope Sharpener II,40,1789,3199
31213,1233,Small Gravity Capacitor Upgrade I,5,1786,3199
31214,787,Small Gravity Capacitor Upgrade I Blueprint,0.01,1801,76
31215,1233,Medium Gravity Capacitor Upgrade I,10,1787,3199
31216,787,Medium Gravity Capacitor Upgrade I Blueprint,0.01,1802,76
31217,1233,Capital Gravity Capacitor Upgrade I,40,1789,3199
31218,787,Capital Gravity Capacitor Upgrade I Blueprint,0.01,1804,76
31220,1233,Small Gravity Capacitor Upgrade II,5,1786,3199
31222,1233,Medium Gravity Capacitor Upgrade II,10,1787,3199
31224,1233,Capital Gravity Capacitor Upgrade II,40,1789,3199
31226,781,Small Liquid Cooled Electronics I,5,1222,3199
31227,787,Small Liquid Cooled Electronics I Blueprint,0.01,1252,76
31228,781,Medium Liquid Cooled Electronics I,10,1223,3199
31229,787,Medium Liquid Cooled Electronics I Blueprint,0.01,1253,76
31230,781,Capital Liquid Cooled Electronics I,40,1736,3199
31231,787,Capital Liquid Cooled Electronics I Blueprint,0.01,1724,76
31232,781,Small Liquid Cooled Electronics II,5,1222,3199
31234,781,Medium Liquid Cooled Electronics II,10,1223,3199
31236,781,Capital Liquid Cooled Electronics II,40,1736,3199
31238,1233,Small Memetic Algorithm Bank I,5,1786,3199
31239,787,Small Memetic Algorithm Bank I Blueprint,0.01,1801,76
31240,1233,Medium Memetic Algorithm Bank I,10,1787,3199
31241,787,Medium Memetic Algorithm Bank I Blueprint,0.01,1802,76
31242,1233,Capital Memetic Algorithm Bank I,40,1789,3199
31243,787,Capital Memetic Algorithm Bank I Blueprint,0.01,1804,76
31244,1233,Small Memetic Algorithm Bank II,5,1786,3199
31246,1233,Medium Memetic Algorithm Bank II,10,1787,3199
31248,1233,Capital Memetic Algorithm Bank II,40,1789,3199
31250,786,Small Signal Disruption Amplifier I,5,1219,3199
31251,787,Small Signal Disruption Amplifier I Blueprint,0.01,1249,76
31252,786,Medium Signal Disruption Amplifier I,10,1220,3199
31253,787,Medium Signal Disruption Amplifier I Blueprint,0.01,1250,76
31254,786,Capital Signal Disruption Amplifier I,40,1737,3199
31255,787,Capital Signal Disruption Amplifier I Blueprint,0.01,1723,76
31256,786,Small Signal Disruption Amplifier II,5,1219,3199
31258,786,Medium Signal Disruption Amplifier II,10,1220,3199
31260,786,Capital Signal Disruption Amplifier II,40,1737,3199
31262,786,Small Inverted Signal Field Projector I,5,1219,3198
31263,787,Small Inverted Signal Field Projector I Blueprint,0.01,1249,76
31264,786,Medium Inverted Signal Field Projector I,10,1220,3198
31265,787,Medium Inverted Signal Field Projector I Blueprint,0.01,1250,76
31266,786,Capital Inverted Signal Field Projector I,40,1737,3198
31267,787,Capital Inverted Signal Field Projector I Blueprint,0.01,1723,76
31268,786,Small Inverted Signal Field Projector II,5,1219,3198
31270,786,Medium Inverted Signal Field Projector II,10,1220,3198
31272,786,Capital Inverted Signal Field Projector II,40,1737,3198
31274,1234,Small Ionic Field Projector I,5,1790,3198
31275,787,Small Ionic Field Projector I Blueprint,0.01,1805,76
31276,1234,Medium Ionic Field Projector I,10,1791,3198
31277,787,Medium Ionic Field Projector I Blueprint,0.01,1806,76
31278,1234,Capital Ionic Field Projector I,40,1793,3198
31279,787,Capital Ionic Field Projector I Blueprint,0.01,1808,76
31280,1234,Small Ionic Field Projector II,5,1790,3198
31282,1234,Medium Ionic Field Projector II,10,1791,3198
31284,1234,Capital Ionic Field Projector II,40,1793,3198
31286,786,Small Particle Dispersion Augmentor I,5,1219,3198
31287,787,Small Particle Dispersion Augmentor I Blueprint,0.01,1249,76
31288,786,Medium Particle Dispersion Augmentor I,10,1220,3198
31289,787,Medium Particle Dispersion Augmentor I Blueprint,0.01,1250,76
31290,786,Capital Particle Dispersion Augmentor I,40,1737,3198
31291,787,Capital Particle Dispersion Augmentor I Blueprint,0.01,1723,76
31292,786,Small Particle Dispersion Augmentor II,5,1219,3198
31294,786,Medium Particle Dispersion Augmentor II,10,1220,3198
31296,786,Capital Particle Dispersion Augmentor II,40,1737,3198
31298,786,Small Particle Dispersion Projector I,5,1219,3198
31299,787,Small Particle Dispersion Projector I Blueprint,0.01,1249,76
31300,786,Medium Particle Dispersion Projector I,10,1220,3198
31301,787,Medium Particle Dispersion Projector I Blueprint,0.01,1250,76
31302,786,Capital Particle Dispersion Projector I,40,1737,3198
31303,787,Capital Particle Dispersion Projector I Blueprint,0.01,1723,76
31304,786,Small Particle Dispersion Projector II,5,1219,3198
31306,786,Medium Particle Dispersion Projector II,10,1220,3198
31308,786,Capital Particle Dispersion Projector II,40,1737,3198
31310,1233,Small Signal Focusing Kit I,5,1786,3198
31311,787,Small Signal Focusing Kit I Blueprint,0.01,1801,76
31312,1233,Medium Signal Focusing Kit I,10,1787,3198
31313,787,Medium Signal Focusing Kit I Blueprint,0.01,1802,76
31314,1233,Capital Signal Focusing Kit I,40,1789,3198
31315,787,Capital Signal Focusing Kit I Blueprint,0.01,1804,76
31316,1233,Small Signal Focusing Kit II,5,1786,3198
31318,1233,Medium Signal Focusing Kit II,10,1787,3198
31320,1233,Capital Signal Focusing Kit II,40,1789,3198
31322,1234,Small Targeting System Subcontroller I,5,1790,3198
31323,787,Small Targeting System Subcontroller I Blueprint,0.01,1805,76
31324,1234,Medium Targeting System Subcontroller I,10,1791,3198
31325,787,Medium Targeting System Subcontroller I Blueprint,0.01,1806,76
31326,1234,Capital Targeting System Subcontroller I,40,1793,3198
31327,787,Capital Targeting System Subcontroller I Blueprint,0.01,1808,76
31328,1234,Small Targeting System Subcontroller II,5,1790,3198
31330,1234,Medium Targeting System Subcontroller II,10,1791,3198
31332,1234,Capital Targeting System Subcontroller II,40,1793,3198
31334,786,Small Targeting Systems Stabilizer I,5,1219,3198
31335,787,Small Targeting Systems Stabilizer I Blueprint,0.01,1249,76
31336,786,Medium Targeting Systems Stabilizer I,10,1220,3198
31337,787,Medium Targeting Systems Stabilizer I Blueprint,0.01,1250,76
31338,786,Capital Targeting Systems Stabilizer I,40,1737,3198
31339,787,Capital Targeting Systems Stabilizer I Blueprint,0.01,1723,76
31340,786,Small Targeting Systems Stabilizer II,5,1219,3198
31342,786,Medium Targeting Systems Stabilizer II,10,1220,3198
31344,786,Capital Targeting Systems Stabilizer II,40,1737,3198
31346,786,Small Tracking Diagnostic Subroutines I,5,1219,3198
31347,787,Small Tracking Diagnostic Subroutines I Blueprint,0.01,1249,76
31348,786,Medium Tracking Diagnostic Subroutines I,10,1220,3198
31349,787,Medium Tracking Diagnostic Subroutines I Blueprint,0.01,1250,76
31350,786,Capital Tracking Diagnostic Subroutines I,40,1737,3198
31351,787,Capital Tracking Diagnostic Subroutines I Blueprint,0.01,1723,76
31352,786,Small Tracking Diagnostic Subroutines II,5,1219,3198
31354,786,Medium Tracking Diagnostic Subroutines II,10,1220,3198
31356,786,Capital Tracking Diagnostic Subroutines II,40,1737,3198
31358,781,Small Ancillary Current Router I,5,1222,3195
31359,787,Small Ancillary Current Router I Blueprint,0.01,1252,76
31360,781,Medium Ancillary Current Router I,10,1223,3195
31361,787,Medium Ancillary Current Router I Blueprint,0.01,1253,76
31362,781,Capital Ancillary Current Router I,40,1736,3195
31363,787,Capital Ancillary Current Router I Blueprint,0.01,1724,76
31364,781,Small Ancillary Current Router II,5,1222,3195
31366,781,Medium Ancillary Current Router II,10,1223,3195
31368,781,Capital Ancillary Current Router II,40,1736,3195
31370,781,Small Capacitor Control Circuit I,5,1222,3195
31371,787,Small Capacitor Control Circuit I Blueprint,0.01,1252,76
31372,781,Medium Capacitor Control Circuit I,10,1223,3195
31373,787,Medium Capacitor Control Circuit I Blueprint,0.01,1253,76
31374,781,Capital Capacitor Control Circuit I,40,1736,3195
31375,787,Capital Capacitor Control Circuit I Blueprint,0.01,1724,76
31376,781,Small Capacitor Control Circuit II,5,1222,3195
31378,781,Medium Capacitor Control Circuit II,10,1223,3195
31380,781,Capital Capacitor Control Circuit II,40,1736,3195
31382,781,Small Egress Port Maximizer I,5,1222,3195
31383,787,Small Egress Port Maximizer I Blueprint,0.01,1252,76
31384,781,Medium Egress Port Maximizer I,10,1223,3195
31385,787,Medium Egress Port Maximizer I Blueprint,0.01,1253,76
31386,781,Capital Egress Port Maximizer I,40,1736,3195
31387,787,Capital Egress Port Maximizer I Blueprint,0.01,1724,76
31388,781,Small Egress Port Maximizer II,5,1222,3195
31390,781,Medium Egress Port Maximizer II,10,1223,3195
31392,781,Capital Egress Port Maximizer II,40,1736,3195
31394,781,Small Powergrid Subroutine Maximizer I,5,1222,3195
31395,787,Small Powergrid Subroutine Maximizer I Blueprint,0.01,1252,76
31396,781,Medium Powergrid Subroutine Maximizer I,10,1223,3195
31397,787,Medium Powergrid Subroutine Maximizer I Blueprint,0.01,1253,76
31398,781,Capital Powergrid Subroutine Maximizer I,40,1736,3195
31399,787,Capital Powergrid Subroutine Maximizer I Blueprint,0.01,1724,76
31400,781,Small Powergrid Subroutine Maximizer II,5,1222,3195
31402,781,Medium Powergrid Subroutine Maximizer II,10,1223,3195
31404,781,Capital Powergrid Subroutine Maximizer II,40,1736,3195
31406,781,Small Semiconductor Memory Cell I,5,1222,3195
31407,787,Small Semiconductor Memory Cell I Blueprint,0.01,1252,76
31408,781,Medium Semiconductor Memory Cell I,10,1223,3195
31409,787,Medium Semiconductor Memory Cell I Blueprint,0.01,1253,76
31410,781,Capital Semiconductor Memory Cell I,40,1736,3195
31411,787,Capital Semiconductor Memory Cell I Blueprint,0.01,1724,76
31412,781,Small Semiconductor Memory Cell II,5,1222,3195
31414,781,Medium Semiconductor Memory Cell II,10,1223,3195
31416,781,Capital Semiconductor Memory Cell II,40,1736,3195
31418,775,Small Algid Energy Administrations Unit I,5,1225,3203
31419,787,Small Algid Energy Administrations Unit I Blueprint,0.01,1255,76
31420,775,Medium Algid Energy Administrations Unit I,10,1226,3203
31421,787,Medium Algid Energy Administrations Unit I Blueprint,0.01,1256,76
31422,775,Capital Algid Energy Administrations Unit I,40,1735,3203
31423,787,Capital Algid Energy Administrations Unit I Blueprint,0.01,1725,76
31424,775,Small Algid Energy Administrations Unit II,5,1225,3203
31426,775,Medium Algid Energy Administrations Unit II,10,1226,3203
31428,775,Capital Algid Energy Administrations Unit II,40,1735,3203
31430,775,Small Energy Ambit Extension I,5,1225,3203
31431,787,Small Energy Ambit Extension I Blueprint,0.01,1255,76
31432,775,Medium Energy Ambit Extension I,10,1226,3203
31433,787,Medium Energy Ambit Extension I Blueprint,0.01,1256,76
31434,775,Capital Energy Ambit Extension I,40,1735,3203
31435,787,Capital Energy Ambit Extension I Blueprint,0.01,1725,76
31436,775,Small Energy Ambit Extension II,5,1225,3203
31438,775,Medium Energy Ambit Extension II,10,1226,3203
31440,775,Capital Energy Ambit Extension II,40,1735,3203
31442,775,Small Energy Burst Aerator I,5,1225,3203
31443,787,Small Energy Burst Aerator I Blueprint,0.01,1255,76
31444,775,Medium Energy Burst Aerator I,10,1226,3203
31445,787,Medium Energy Burst Aerator I Blueprint,0.01,1256,76
31446,775,Capital Energy Burst Aerator I,40,1735,3203
31447,787,Capital Energy Burst Aerator I Blueprint,0.01,1725,76
31448,775,Small Energy Burst Aerator II,5,1225,3203
31450,775,Medium Energy Burst Aerator II,10,1226,3203
31452,775,Capital Energy Burst Aerator II,40,1735,3203
31454,775,Small Energy Collision Accelerator I,5,1225,3203
31455,787,Small Energy Collision Accelerator I Blueprint,0.01,1255,76
31456,775,Medium Energy Collision Accelerator I,10,1226,3203
31457,787,Medium Energy Collision Accelerator I Blueprint,0.01,1256,76
31458,775,Capital Energy Collision Accelerator I,40,1735,3203
31459,787,Capital Energy Collision Accelerator I Blueprint,0.01,1725,76
31460,775,Small Energy Collision Accelerator II,5,1225,3203
31462,775,Medium Energy Collision Accelerator II,10,1226,3203
31464,775,Capital Energy Collision Accelerator II,40,1735,3203
31466,775,Small Energy Discharge Elutriation I,5,1225,3203
31467,787,Small Energy Discharge Elutriation I Blueprint,0.01,1255,76
31468,775,Medium Energy Discharge Elutriation I,10,1226,3203
31469,787,Medium Energy Discharge Elutriation I Blueprint,0.01,1256,76
31470,775,Capital Energy Discharge Elutriation I,40,1735,3203
31471,787,Capital Energy Discharge Elutriation I Blueprint,0.01,1725,76
31472,775,Small Energy Discharge Elutriation II,5,1225,3203
31474,775,Medium Energy Discharge Elutriation II,10,1226,3203
31476,775,Capital Energy Discharge Elutriation II,40,1735,3203
31478,775,Small Energy Locus Coordinator I,5,1225,3203
31479,787,Small Energy Locus Coordinator I Blueprint,0.01,1255,76
31480,775,Medium Energy Locus Coordinator I,10,1226,3203
31481,787,Medium Energy Locus Coordinator I Blueprint,0.01,1256,76
31482,775,Capital Energy Locus Coordinator I,40,1735,3203
31483,787,Capital Energy Locus Coordinator I Blueprint,0.01,1725,76
31484,775,Small Energy Locus Coordinator II,5,1225,3203
31486,775,Medium Energy Locus Coordinator II,10,1226,3203
31488,775,Capital Energy Locus Coordinator II,40,1735,3203
31490,775,Small Energy Metastasis Adjuster I,5,1225,3203
31491,787,Small Energy Metastasis Adjuster I Blueprint,0.01,1255,76
31492,775,Medium Energy Metastasis Adjuster I,10,1226,3203
31493,787,Medium Energy Metastasis Adjuster I Blueprint,0.01,1256,76
31494,775,Capital Energy Metastasis Adjuster I,40,1735,3203
31495,787,Capital Energy Metastasis Adjuster I Blueprint,0.01,1725,76
31496,775,Small Energy Metastasis Adjuster II,5,1225,3203
31498,775,Medium Energy Metastasis Adjuster II,10,1226,3203
31500,775,Capital Energy Metastasis Adjuster II,40,1735,3203
31502,776,Small Algid Hybrid Administrations Unit I,5,1228,3202
31503,787,Small Algid Hybrid Administrations Unit I Blueprint,0.01,1258,76
31504,776,Medium Algid Hybrid Administrations Unit I,10,1229,3202
31505,787,Medium Algid Hybrid Administrations Unit I Blueprint,0.01,1259,76
31506,776,Capital Algid Hybrid Administrations Unit I,40,1734,3202
31507,787,Capital Algid Hybrid Administrations Unit I Blueprint,0.01,1726,76
31508,776,Small Algid Hybrid Administrations Unit II,5,1228,3202
31510,776,Medium Algid Hybrid Administrations Unit II,10,1229,3202
31512,776,Capital Algid Hybrid Administrations Unit II,40,1734,3202
31514,776,Small Hybrid Ambit Extension I,5,1228,3202
31515,787,Small Hybrid Ambit Extension I Blueprint,0.01,1258,76
31516,776,Medium Hybrid Ambit Extension I,10,1229,3202
31517,787,Medium Hybrid Ambit Extension I Blueprint,0.01,1259,76
31518,776,Capital Hybrid Ambit Extension I,40,1734,3202
31519,787,Capital Hybrid Ambit Extension I Blueprint,0.01,1726,76
31520,776,Small Hybrid Ambit Extension II,5,1228,3202
31522,776,Medium Hybrid Ambit Extension II,10,1229,3202
31524,776,Capital Hybrid Ambit Extension II,40,1734,3202
31526,776,Small Hybrid Burst Aerator I,5,1228,3202
31527,787,Small Hybrid Burst Aerator I Blueprint,0.01,1258,76
31528,776,Medium Hybrid Burst Aerator I,10,1229,3202
31529,787,Medium Hybrid Burst Aerator I Blueprint,0.01,1259,76
31530,776,Capital Hybrid Burst Aerator I,40,1734,3202
31531,787,Capital Hybrid Burst Aerator I Blueprint,0.01,1726,76
31532,776,Small Hybrid Burst Aerator II,5,1228,3202
31534,776,Medium Hybrid Burst Aerator II,10,1229,3202
31536,776,Capital Hybrid Burst Aerator II,40,1734,3202
31538,776,Small Hybrid Collision Accelerator I,5,1228,3202
31539,787,Small Hybrid Collision Accelerator I Blueprint,0.01,1258,76
31540,776,Medium Hybrid Collision Accelerator I,10,1229,3202
31541,787,Medium Hybrid Collision Accelerator I Blueprint,0.01,1259,76
31542,776,Capital Hybrid Collision Accelerator I,40,1734,3202
31543,787,Capital Hybrid Collision Accelerator I Blueprint,0.01,1726,76
31544,776,Small Hybrid Collision Accelerator II,5,1228,3202
31546,776,Medium Hybrid Collision Accelerator II,10,1229,3202
31548,776,Capital Hybrid Collision Accelerator II,40,1734,3202
31550,776,Small Hybrid Discharge Elutriation I,5,1228,3202
31551,787,Small Hybrid Discharge Elutriation I Blueprint,0.01,1258,76
31552,776,Medium Hybrid Discharge Elutriation I,10,1229,3202
31553,787,Medium Hybrid Discharge Elutriation I Blueprint,0.01,1259,76
31554,776,Capital Hybrid Discharge Elutriation I,40,1734,3202
31555,787,Capital Hybrid Discharge Elutriation I Blueprint,0.01,1726,76
31556,776,Small Hybrid Discharge Elutriation II,5,1228,3202
31558,776,Medium Hybrid Discharge Elutriation II,10,1229,3202
31560,776,Capital Hybrid Discharge Elutriation II,40,1734,3202
31562,776,Small Hybrid Locus Coordinator I,5,1228,3202
31563,787,Small Hybrid Locus Coordinator I Blueprint,0.01,1258,76
31564,776,Medium Hybrid Locus Coordinator I,10,1229,3202
31565,787,Medium Hybrid Locus Coordinator I Blueprint,0.01,1259,76
31566,776,Capital Hybrid Locus Coordinator I,40,1734,3202
31567,787,Capital Hybrid Locus Coordinator I Blueprint,0.01,1726,76
31568,776,Small Hybrid Locus Coordinator II,5,1228,3202
31570,776,Medium Hybrid Locus Coordinator II,10,1229,3202
31572,776,Capital Hybrid Locus Coordinator II,40,1734,3202
31574,776,Small Hybrid Metastasis Adjuster I,5,1228,3202
31575,787,Small Hybrid Metastasis Adjuster I Blueprint,0.01,1258,76
31576,776,Medium Hybrid Metastasis Adjuster I,10,1229,3202
31577,787,Medium Hybrid Metastasis Adjuster I Blueprint,0.01,1259,76
31578,776,Capital Hybrid Metastasis Adjuster I,40,1734,3202
31579,787,Capital Hybrid Metastasis Adjuster I Blueprint,0.01,1726,76
31580,776,Small Hybrid Metastasis Adjuster II,5,1228,3202
31582,776,Medium Hybrid Metastasis Adjuster II,10,1229,3202
31584,776,Capital Hybrid Metastasis Adjuster II,40,1734,3202
31586,779,Small Bay Loading Accelerator I,5,1231,3197
31587,787,Small Bay Loading Accelerator I Blueprint,0.01,1261,76
31588,779,Medium Bay Loading Accelerator I,10,1232,3197
31589,787,Medium Bay Loading Accelerator I Blueprint,0.01,1262,76
31590,779,Capital Bay Loading Accelerator I,40,1733,3197
31591,787,Capital Bay Loading Accelerator I Blueprint,0.01,1727,76
31592,779,Small Bay Loading Accelerator II,5,1231,3197
31594,779,Medium Bay Loading Accelerator II,10,1232,3197
31596,779,Capital Bay Loading Accelerator II,40,1733,3197
31598,779,Small Hydraulic Bay Thrusters I,5,1231,3197
31599,787,Small Hydraulic Bay Thrusters I Blueprint,0.01,1261,76
31600,779,Medium Hydraulic Bay Thrusters I,10,1232,3197
31601,787,Medium Hydraulic Bay Thrusters I Blueprint,0.01,1262,76
31602,779,Capital Hydraulic Bay Thrusters I,40,1733,3197
31603,787,Capital Hydraulic Bay Thrusters I Blueprint,0.01,1727,76
31604,779,Small Hydraulic Bay Thrusters II,5,1231,3197
31606,779,Medium Hydraulic Bay Thrusters II,10,1232,3197
31608,779,Small Rocket Fuel Cache Partition I,5,1231,3197
31609,787,Small Rocket Fuel Cache Partition I Blueprint,0.01,1261,76
31610,779,Medium Rocket Fuel Cache Partition I,10,1232,3197
31611,787,Medium Rocket Fuel Cache Partition I Blueprint,0.01,1262,76
31612,779,Capital Rocket Fuel Cache Partition I,40,1733,3197
31613,787,Capital Rocket Fuel Cache Partition I Blueprint,0.01,1727,76
31614,779,Small Rocket Fuel Cache Partition II,5,1231,3197
31616,779,Medium Rocket Fuel Cache Partition II,10,1232,3197
31618,779,Capital Rocket Fuel Cache Partition II,40,1733,3197
31620,779,Small Warhead Calefaction Catalyst I,5,1231,3197
31621,787,Small Warhead Calefaction Catalyst I Blueprint,0.01,1261,76
31622,779,Medium Warhead Calefaction Catalyst I,10,1232,3197
31623,787,Medium Warhead Calefaction Catalyst I Blueprint,0.01,1262,76
31624,779,Capital Warhead Calefaction Catalyst I,40,1733,3197
31625,787,Capital Warhead Calefaction Catalyst I Blueprint,0.01,1727,76
31626,779,Small Warhead Calefaction Catalyst II,5,1231,3197
31628,779,Medium Warhead Calefaction Catalyst II,10,1232,3197
31630,779,Capital Warhead Calefaction Catalyst II,40,1733,3197
31632,779,Small Warhead Flare Catalyst I,5,1231,3197
31633,787,Small Warhead Flare Catalyst I Blueprint,0.01,1261,76
31634,779,Medium Warhead Flare Catalyst I,10,1232,3197
31635,787,Medium Warhead Flare Catalyst I Blueprint,0.01,1262,76
31636,779,Capital Warhead Flare Catalyst I,40,1733,3197
31637,787,Capital Warhead Flare Catalyst I Blueprint,0.01,1727,76
31638,779,Small Warhead Flare Catalyst II,5,1231,3197
31640,779,Medium Warhead Flare Catalyst II,10,1232,3197
31642,779,Capital Warhead Flare Catalyst II,40,1733,3197
31644,779,Small Warhead Rigor Catalyst I,5,1231,3197
31645,787,Small Warhead Rigor Catalyst I Blueprint,0.01,1261,76
31646,779,Medium Warhead Rigor Catalyst I,10,1232,3197
31647,787,Medium Warhead Rigor Catalyst I Blueprint,0.01,1262,76
31648,779,Capital Warhead Rigor Catalyst I,40,1733,3197
31649,787,Capital Warhead Rigor Catalyst I Blueprint,0.01,1727,76
31650,779,Small Warhead Rigor Catalyst II,5,1231,3197
31652,779,Medium Warhead Rigor Catalyst II,10,1232,3197
31654,779,Capital Warhead Rigor Catalyst II,40,1733,3197
31656,777,Small Projectile Ambit Extension I,5,1237,3201
31657,787,Small Projectile Ambit Extension I Blueprint,0.01,1264,76
31658,777,Medium Projectile Ambit Extension I,10,1238,3201
31659,787,Medium Projectile Ambit Extension I Blueprint,0.01,1265,76
31660,777,Capital Projectile Ambit Extension I,40,1731,3201
31661,787,Capital Projectile Ambit Extension I Blueprint,0.01,1728,76
31662,777,Small Projectile Ambit Extension II,5,1237,3201
31664,777,Medium Projectile Ambit Extension II,10,1238,3201
31666,777,Capital Projectile Ambit Extension II,40,1731,3201
31668,777,Small Projectile Burst Aerator I,5,1237,3201
31669,787,Small Projectile Burst Aerator I Blueprint,0.01,1264,76
31670,777,Medium Projectile Burst Aerator I,10,1238,3201
31671,787,Medium Projectile Burst Aerator I Blueprint,0.01,1265,76
31672,777,Capital Projectile Burst Aerator I,40,1731,3201
31673,787,Capital Projectile Burst Aerator I Blueprint,0.01,1728,76
31674,777,Small Projectile Burst Aerator II,5,1237,3201
31676,777,Medium Projectile Burst Aerator II,10,1238,3201
31678,777,Capital Projectile Burst Aerator II,40,1731,3201
